,Producto,Precio,Unidades Vendidas,Ciudad,Genero Comprador,Satisfacción Cliente,Tiempo de Envío (días),Total Ventas
4790,Smartphone,1688,130,Valencia,M,5,13,219440
4791,Smartphone,936,212,Valencia,F,4,5,198432
4792,Audifonos,1757,157,Portugal,M,6,6,275849
4793,Audifonos,617,131,Madrid,M,4,11,80827
4794,Mouse,463,279,Valencia,M,4,12,129177
4795,Monitor,1421,285,Barcelona,M,6,6,404985
4796,Teclado,1303,246,Valencia,M,9,4,320538
4797,Audifonos,1900,251,Barcelona,F,9,11,476900
4798,Teclado,195,161,Portugal,F,5,11,31395
4799,Audifonos,760,92,Portugal,M,9,7,69920
4800,Laptop,1774,56,Portugal,M,8,2,99344
4801,Audifonos,1203,282,Valencia,F,1,10,339246
4802,Mouse,68,228,Portugal,M,7,11,15504
4803,Mouse,1446,207,Barcelona,F,4,11,299322
4804,Mouse,1449,192,Barcelona,F,1,1,278208
4805,Audifonos,1161,259,Valencia,F,3,4,300699
4806,Monitor,73,32,Valencia,F,9,5,2336
4807,Audifonos,1028,135,Valencia,F,4,7,138780
4808,Laptop,315,276,Valencia,F,1,6,86940
4809,Mouse,115,226,Madrid,F,4,12,25990
4810,Laptop,1380,60,Barcelona,F,1,3,82800
4811,Laptop,1787,218,Madrid,F,7,6,389566
4812,Mouse,1675,55,Valencia,F,2,4,92125
4813,Smartphone,72,209,Barcelona,F,6,8,15048
4814,Monitor,164,212,Madrid,F,6,13,34768
4815,Laptop,739,35,Madrid,M,2,1,25865
4816,Smartphone,1055,256,Barcelona,M,8,6,270080
4817,Monitor,76,237,Portugal,M,4,11,18012
4818,Laptop,1598,260,Valencia,M,8,10,415480
4819,Mouse,1503,265,Valencia,F,9,12,398295
4820,Monitor,1156,240,Valencia,F,7,3,277440
4821,Smartphone,336,298,Madrid,F,7,12,100128
4822,Smartphone,1906,282,Madrid,M,4,3,537492
4823,Laptop,1226,243,Valencia,F,4,1,297918
4824,Laptop,1982,289,Madrid,F,7,10,572798
4825,Laptop,879,262,Portugal,M,9,11,230298
4826,Smartphone,674,166,Madrid,M,3,14,111884
4827,Audifonos,184,251,Valencia,M,1,9,46184
4828,Smartphone,1357,252,Portugal,M,8,11,341964
4829,Mouse,991,163,Barcelona,M,8,8,161533
4830,Teclado,245,273,Valencia,F,9,4,66885
4831,Laptop,343,115,Barcelona,F,7,13,39445
4832,Smartphone,1924,25,Barcelona,F,6,5,48100
4833,Mouse,1451,290,Madrid,M,8,7,420790
4834,Mouse,533,253,Barcelona,F,2,3,134849
4835,Mouse,116,273,Barcelona,M,4,11,31668
4836,Mouse,841,196,Portugal,M,3,10,164836
4837,Smartphone,568,104,Madrid,M,2,13,59072
4838,Smartphone,940,20,Valencia,M,4,6,18800
4839,Teclado,1420,117,Portugal,M,2,12,166140
4840,Teclado,931,190,Valencia,M,2,12,176890
4841,Audifonos,1744,259,Portugal,F,3,13,451696
4842,Mouse,750,161,Barcelona,F,9,2,120750
4843,Smartphone,175,10,Portugal,M,5,10,1750
4844,Smartphone,517,216,Portugal,F,4,14,111672
4845,Mouse,1783,163,Portugal,F,4,12,290629
4846,Monitor,1524,265,Portugal,F,5,9,403860
4847,Laptop,1698,228,Barcelona,F,3,5,387144
4848,Smartphone,326,114,Barcelona,F,6,12,37164
4849,Teclado,1716,281,Barcelona,M,5,13,482196
4850,Laptop,227,262,Madrid,F,3,1,59474
4851,Smartphone,517,231,Barcelona,M,6,2,119427
4852,Laptop,718,89,Madrid,F,2,5,63902
4853,Monitor,1398,28,Barcelona,F,8,8,39144
4854,Smartphone,1399,144,Valencia,M,8,3,201456
4855,Teclado,1814,210,Valencia,F,5,4,380940
4856,Laptop,472,144,Madrid,F,2,5,67968
4857,Monitor,78,156,Portugal,F,5,4,12168
4858,Audifonos,1934,280,Madrid,M,8,12,541520
4859,Smartphone,1351,85,Barcelona,F,4,10,114835
4860,Smartphone,1098,260,Madrid,F,8,2,285480
4861,Laptop,1866,291,Portugal,F,3,6,543006
4862,Audifonos,894,96,Portugal,M,8,9,85824
4863,Laptop,1473,251,Portugal,F,5,1,369723
4864,Mouse,1454,19,Barcelona,M,3,13,27626
4865,Monitor,950,257,Portugal,F,4,4,244150
4866,Mouse,962,150,Valencia,F,9,3,144300
4867,Monitor,950,267,Barcelona,M,2,2,253650
4868,Audifonos,156,34,Portugal,M,1,8,5304
4869,Mouse,1530,226,Barcelona,F,3,9,345780
4870,Audifonos,1672,154,Portugal,F,1,3,257488
4871,Smartphone,767,136,Madrid,F,7,12,104312
4872,Teclado,1543,289,Valencia,F,9,6,445927
4873,Smartphone,1945,178,Barcelona,M,4,14,346210
4874,Smartphone,395,219,Madrid,F,9,2,86505
4875,Smartphone,317,227,Barcelona,M,2,1,71959
4876,Monitor,1266,219,Barcelona,M,3,12,277254
4877,Audifonos,1911,268,Barcelona,M,8,1,512148
4878,Laptop,1390,73,Barcelona,F,5,6,101470
4879,Audifonos,450,290,Madrid,M,2,10,130500
4880,Monitor,1226,181,Barcelona,M,4,14,221906
4881,Laptop,1406,68,Barcelona,F,6,6,95608
4882,Mouse,887,267,Barcelona,M,6,7,236829
4883,Teclado,514,146,Portugal,M,9,7,75044
4884,Laptop,1702,124,Madrid,M,9,6,211048
4885,Audifonos,1412,45,Valencia,F,4,3,63540
4886,Laptop,444,165,Madrid,M,1,5,73260
4887,Teclado,804,71,Valencia,M,8,2,57084
4888,Monitor,242,52,Barcelona,M,6,3,12584
4889,Teclado,1858,32,Valencia,F,3,11,59456
4890,Laptop,1299,137,Barcelona,M,1,4,177963
4891,Mouse,1647,222,Valencia,F,3,8,365634
4892,Monitor,1544,88,Valencia,F,5,9,135872
4893,Smartphone,1653,112,Barcelona,M,2,1,185136
4894,Teclado,192,238,Portugal,F,2,14,45696
4895,Monitor,1409,16,Madrid,F,1,5,22544
4896,Laptop,1485,62,Madrid,M,4,14,92070
4897,Smartphone,1433,223,Portugal,F,3,2,319559
4898,Monitor,1690,112,Madrid,M,3,11,189280
4899,Smartphone,125,37,Portugal,F,8,6,4625
4900,Laptop,1497,167,Valencia,F,8,11,249999
4901,Smartphone,94,41,Madrid,M,3,7,3854
4902,Laptop,291,110,Madrid,M,9,10,32010
4903,Monitor,1228,21,Valencia,M,2,2,25788
4904,Audifonos,1376,173,Valencia,M,4,5,238048
4905,Mouse,167,122,Portugal,F,6,10,20374
4906,Mouse,571,259,Portugal,F,2,13,147889
4907,Monitor,699,12,Barcelona,F,2,13,8388
4908,Laptop,1942,264,Portugal,M,4,11,512688
4909,Teclado,617,273,Portugal,M,3,10,168441
4910,Mouse,562,296,Madrid,F,4,6,166352
4911,Teclado,890,218,Madrid,M,1,6,194020
4912,Monitor,136,129,Valencia,M,5,2,17544
4913,Smartphone,498,160,Portugal,F,7,9,79680
4914,Monitor,1902,33,Portugal,M,6,12,62766
4915,Laptop,1004,107,Valencia,F,8,13,107428
4916,Audifonos,629,125,Valencia,M,2,11,78625
4917,Laptop,1386,182,Barcelona,F,4,7,252252
4918,Monitor,1544,267,Valencia,M,4,7,412248
4919,Teclado,1773,66,Barcelona,F,7,9,117018
4920,Monitor,1485,207,Portugal,F,6,8,307395
4921,Smartphone,1541,260,Madrid,M,4,9,400660
4922,Teclado,1155,110,Portugal,F,7,1,127050
4923,Monitor,1886,149,Barcelona,M,8,3,281014
4924,Mouse,1684,254,Madrid,M,6,7,427736
4925,Audifonos,1013,13,Portugal,F,3,10,13169
4926,Teclado,1755,1,Valencia,M,6,6,1755
4927,Teclado,1610,117,Valencia,F,8,4,188370
4928,Smartphone,461,192,Portugal,F,3,11,88512
4929,Monitor,461,2,Valencia,M,4,5,922
4930,Audifonos,599,4,Barcelona,F,5,12,2396
4931,Smartphone,1561,69,Valencia,F,1,14,107709
4932,Teclado,1220,264,Valencia,F,8,9,322080
4933,Monitor,736,49,Madrid,M,8,7,36064
4934,Audifonos,1264,266,Portugal,M,5,13,336224
4935,Audifonos,776,75,Madrid,F,3,2,58200
4936,Laptop,1878,292,Portugal,F,8,9,548376
4937,Teclado,293,262,Portugal,F,9,2,76766
4938,Smartphone,311,262,Valencia,F,7,12,81482
4939,Smartphone,1798,152,Madrid,F,1,6,273296
4940,Audifonos,1787,89,Valencia,F,7,10,159043
4941,Laptop,561,46,Madrid,M,8,2,25806
4942,Mouse,1411,98,Barcelona,M,1,11,138278
4943,Audifonos,532,169,Barcelona,M,6,1,89908
4944,Mouse,513,191,Madrid,F,5,2,97983
4945,Monitor,398,114,Valencia,M,9,2,45372
4946,Audifonos,340,154,Madrid,F,6,8,52360
4947,Audifonos,422,119,Valencia,F,8,1,50218
4948,Teclado,1241,194,Portugal,F,1,12,240754
4949,Laptop,1084,181,Barcelona,M,5,6,196204
4950,Mouse,417,95,Madrid,F,7,1,39615
4951,Mouse,829,150,Madrid,F,3,6,124350
4952,Monitor,819,204,Barcelona,M,7,10,167076
4953,Monitor,1504,254,Madrid,M,6,3,382016
4954,Smartphone,1866,108,Portugal,F,9,7,201528
4955,Mouse,602,266,Madrid,M,9,9,160132
4956,Mouse,722,161,Barcelona,M,6,8,116242
4957,Audifonos,1055,221,Madrid,F,9,9,233155
4958,Smartphone,1315,192,Portugal,M,9,9,252480
4959,Audifonos,155,33,Barcelona,M,8,9,5115
4960,Monitor,1217,135,Barcelona,F,6,3,164295
4961,Laptop,108,63,Portugal,F,8,9,6804
4962,Teclado,1930,151,Barcelona,F,5,11,291430
4963,Monitor,1455,93,Madrid,F,4,4,135315
4964,Teclado,1919,88,Barcelona,M,3,13,168872
4965,Monitor,372,171,Valencia,M,6,2,63612
4966,Smartphone,1593,186,Madrid,M,5,1,296298
4967,Smartphone,329,194,Valencia,F,7,13,63826
4968,Audifonos,625,105,Valencia,F,7,4,65625
4969,Audifonos,1841,191,Portugal,M,3,2,351631
4970,Audifonos,1953,153,Madrid,F,2,11,298809
4971,Laptop,1781,101,Portugal,F,3,6,179881
4972,Smartphone,1411,60,Madrid,F,2,9,84660
4973,Mouse,1920,221,Barcelona,F,4,13,424320
4974,Laptop,1497,138,Valencia,F,6,4,206586
4975,Audifonos,1357,183,Barcelona,F,4,10,248331
4976,Monitor,1115,73,Valencia,F,4,6,81395
4977,Smartphone,1159,263,Valencia,F,3,8,304817
4978,Monitor,1759,209,Barcelona,F,7,4,367631
4979,Monitor,1205,291,Portugal,F,4,8,350655
4980,Laptop,148,130,Portugal,F,6,9,19240
4981,Monitor,1728,137,Barcelona,F,9,1,236736
4982,Mouse,1539,196,Valencia,F,4,8,301644
4983,Teclado,76,185,Portugal,F,1,8,14060
4984,Mouse,246,109,Barcelona,F,5,12,26814
4985,Teclado,1464,13,Portugal,M,4,10,19032
4986,Audifonos,398,24,Valencia,F,7,3,9552
4987,Mouse,1671,184,Barcelona,F,3,14,307464
4988,Audifonos,1848,61,Barcelona,M,6,11,112728
4989,Smartphone,1948,109,Portugal,M,2,5,212332
4990,Teclado,1068,299,Barcelona,M,9,10,319332
4991,Audifonos,1413,267,Portugal,M,3,11,377271
4992,Mouse,559,128,Valencia,F,1,14,71552
4993,Monitor,1691,31,Portugal,F,3,3,52421
4994,Monitor,1367,202,Barcelona,M,3,7,276134
4995,Mouse,1926,192,Valencia,M,4,10,369792
4996,Mouse,350,30,Madrid,M,6,4,10500
4997,Teclado,1193,277,Barcelona,M,5,11,330461
4998,Mouse,636,76,Barcelona,F,7,5,48336
4999,Monitor,1401,165,Valencia,M,5,8,231165
5000,Teclado,777,77,Barcelona,F,4,1,59829
5001,Laptop,1223,99,Barcelona,M,4,2,121077
5002,Monitor,865,271,Portugal,M,5,3,234415
5003,Smartphone,1827,163,Barcelona,M,4,2,297801
5004,Audifonos,1676,2,Valencia,M,7,10,3352
5005,Teclado,1332,32,Barcelona,M,9,5,42624
5006,Smartphone,1734,290,Madrid,F,1,1,502860
5007,Audifonos,1053,299,Valencia,F,4,6,314847
5008,Mouse,1250,227,Portugal,F,6,3,283750
5009,Audifonos,1770,296,Portugal,F,4,13,523920
5010,Monitor,341,42,Barcelona,F,1,10,14322
5011,Teclado,766,196,Madrid,F,2,7,150136
5012,Monitor,1752,248,Madrid,F,4,10,434496
5013,Monitor,947,54,Madrid,M,2,11,51138
5014,Teclado,408,77,Madrid,F,1,5,31416
5015,Teclado,1460,226,Madrid,M,8,3,329960
5016,Monitor,650,144,Valencia,M,5,2,93600
5017,Audifonos,1770,112,Madrid,F,9,7,198240
5018,Smartphone,1294,277,Valencia,F,5,7,358438
5019,Teclado,308,210,Barcelona,F,4,1,64680
5020,Mouse,1996,212,Portugal,F,6,7,423152
5021,Audifonos,1818,284,Portugal,F,6,9,516312
5022,Monitor,672,188,Portugal,F,7,13,126336
5023,Teclado,885,221,Madrid,F,2,1,195585
5024,Monitor,872,256,Valencia,M,6,3,223232
5025,Smartphone,1504,245,Portugal,F,4,13,368480
5026,Laptop,1514,261,Valencia,M,8,9,395154
5027,Smartphone,295,142,Valencia,M,9,2,41890
5028,Mouse,878,249,Barcelona,M,9,13,218622
5029,Audifonos,240,193,Madrid,M,4,7,46320
5030,Laptop,1677,291,Portugal,F,1,4,488007
5031,Laptop,1557,55,Barcelona,F,3,9,85635
5032,Monitor,1617,91,Valencia,F,6,11,147147
5033,Monitor,1232,151,Barcelona,M,2,11,186032
5034,Audifonos,674,96,Portugal,M,4,9,64704
5035,Smartphone,606,160,Barcelona,M,5,6,96960
5036,Mouse,1611,121,Portugal,M,9,11,194931
5037,Mouse,894,56,Portugal,F,7,7,50064
5038,Monitor,1018,12,Madrid,F,5,7,12216
5039,Smartphone,1852,265,Portugal,F,2,12,490780
5040,Audifonos,717,11,Madrid,M,7,11,7887
5041,Audifonos,1914,71,Portugal,F,5,10,135894
5042,Monitor,1828,220,Valencia,M,3,14,402160
5043,Mouse,435,206,Valencia,F,1,3,89610
5044,Audifonos,653,174,Barcelona,F,9,2,113622
5045,Monitor,426,46,Barcelona,F,1,6,19596
5046,Teclado,1739,57,Barcelona,F,1,5,99123
5047,Audifonos,907,199,Portugal,F,4,1,180493
5048,Monitor,294,23,Barcelona,M,8,13,6762
5049,Monitor,1892,291,Madrid,F,8,10,550572
5050,Laptop,1053,204,Valencia,M,6,8,214812
5051,Laptop,755,294,Barcelona,F,6,11,221970
5052,Teclado,1051,128,Valencia,F,2,9,134528
5053,Smartphone,918,223,Portugal,F,1,10,204714
5054,Smartphone,1312,286,Portugal,M,6,9,375232
5055,Laptop,1153,6,Portugal,F,1,5,6918
5056,Audifonos,1422,149,Portugal,M,1,8,211878
5057,Mouse,351,288,Barcelona,M,1,14,101088
5058,Laptop,395,262,Barcelona,M,8,10,103490
5059,Audifonos,1124,77,Madrid,M,3,4,86548
5060,Smartphone,1514,146,Madrid,F,9,3,221044
5061,Mouse,187,49,Madrid,F,7,3,9163
5062,Laptop,571,284,Barcelona,F,3,12,162164
5063,Mouse,977,286,Barcelona,M,3,1,279422
5064,Audifonos,1997,194,Valencia,F,7,9,387418
5065,Mouse,1941,118,Valencia,M,4,10,229038
5066,Laptop,332,151,Madrid,F,9,12,50132
5067,Laptop,542,52,Portugal,F,1,7,28184
5068,Smartphone,490,234,Barcelona,M,1,9,114660
5069,Teclado,781,180,Barcelona,F,2,12,140580
5070,Audifonos,313,154,Barcelona,F,5,4,48202
5071,Smartphone,340,104,Valencia,M,6,11,35360
5072,Smartphone,404,250,Valencia,F,7,8,101000
5073,Monitor,373,263,Barcelona,M,9,6,98099
5074,Smartphone,1343,149,Barcelona,F,5,12,200107
5075,Smartphone,566,299,Portugal,M,3,7,169234
5076,Mouse,1229,48,Madrid,M,2,7,58992
5077,Audifonos,1869,277,Valencia,M,6,5,517713
5078,Audifonos,808,82,Madrid,M,3,10,66256
5079,Smartphone,279,179,Barcelona,F,5,11,49941
5080,Mouse,427,90,Portugal,M,2,5,38430
5081,Mouse,1629,25,Valencia,F,8,11,40725
5082,Smartphone,946,134,Barcelona,F,2,8,126764
5083,Audifonos,255,7,Barcelona,F,2,4,1785
5084,Mouse,1166,110,Madrid,F,6,5,128260
5085,Audifonos,101,231,Barcelona,M,4,3,23331
5086,Teclado,633,176,Portugal,M,1,4,111408
5087,Smartphone,388,31,Barcelona,F,9,11,12028
5088,Teclado,1792,169,Valencia,M,6,5,302848
5089,Monitor,1091,40,Madrid,F,7,14,43640
5090,Laptop,630,28,Portugal,F,2,10,17640
5091,Teclado,84,183,Madrid,M,2,13,15372
5092,Smartphone,753,143,Portugal,F,6,9,107679
5093,Monitor,973,226,Portugal,F,1,14,219898
5094,Audifonos,733,93,Valencia,F,3,8,68169
5095,Laptop,490,62,Barcelona,M,6,1,30380
5096,Audifonos,1235,84,Madrid,F,1,7,103740
5097,Monitor,799,257,Madrid,M,8,2,205343
5098,Monitor,1959,63,Barcelona,M,4,5,123417
5099,Teclado,252,43,Valencia,F,5,13,10836
5100,Monitor,204,19,Barcelona,F,2,9,3876
5101,Audifonos,292,253,Madrid,F,1,3,73876
5102,Teclado,1381,23,Barcelona,F,7,14,31763
5103,Teclado,1932,124,Barcelona,M,7,14,239568
5104,Laptop,983,258,Valencia,M,9,11,253614
5105,Laptop,1242,230,Portugal,F,4,6,285660
5106,Laptop,1497,41,Madrid,F,6,10,61377
5107,Laptop,1830,53,Portugal,M,1,9,96990
5108,Audifonos,1718,173,Madrid,M,9,10,297214
5109,Teclado,378,189,Madrid,M,1,5,71442
5110,Teclado,976,274,Valencia,F,9,7,267424
5111,Mouse,480,109,Madrid,M,4,10,52320
5112,Audifonos,1934,183,Madrid,M,6,12,353922
5113,Audifonos,752,106,Valencia,M,1,2,79712
5114,Laptop,806,67,Valencia,M,3,7,54002
5115,Teclado,294,65,Valencia,F,6,13,19110
5116,Smartphone,1543,42,Valencia,F,6,12,64806
5117,Audifonos,1518,13,Valencia,F,2,4,19734
5118,Audifonos,718,195,Valencia,M,1,12,140010
5119,Smartphone,1117,299,Valencia,M,8,10,333983
5120,Mouse,1459,30,Madrid,M,1,14,43770
5121,Laptop,1566,93,Barcelona,M,6,9,145638
5122,Monitor,1057,133,Portugal,F,5,2,140581
5123,Audifonos,1562,114,Madrid,M,6,14,178068
5124,Monitor,1142,122,Valencia,M,6,3,139324
5125,Laptop,823,231,Valencia,F,7,9,190113
5126,Mouse,1715,51,Madrid,F,7,3,87465
5127,Monitor,251,271,Barcelona,F,2,5,68021
5128,Smartphone,442,193,Barcelona,M,3,8,85306
5129,Audifonos,1668,41,Barcelona,F,1,6,68388
5130,Laptop,252,227,Madrid,M,6,2,57204
5131,Smartphone,1387,122,Madrid,M,7,8,169214
5132,Monitor,234,175,Barcelona,M,1,8,40950
5133,Teclado,643,81,Barcelona,M,4,9,52083
5134,Monitor,1041,75,Portugal,F,9,12,78075
5135,Teclado,1234,68,Portugal,F,5,14,83912
5136,Smartphone,1709,268,Madrid,F,1,8,458012
5137,Teclado,1712,218,Madrid,M,1,6,373216
5138,Laptop,1536,291,Valencia,F,6,6,446976
5139,Smartphone,1867,39,Valencia,M,1,5,72813
5140,Smartphone,1926,43,Portugal,M,5,9,82818
5141,Mouse,1639,271,Valencia,F,9,8,444169
5142,Mouse,1084,214,Barcelona,M,9,6,231976
5143,Audifonos,1829,58,Barcelona,F,4,6,106082
5144,Audifonos,1935,192,Valencia,M,2,4,371520
5145,Audifonos,1186,210,Madrid,F,3,2,249060
5146,Laptop,474,144,Valencia,M,6,6,68256
5147,Teclado,1785,214,Madrid,M,4,10,381990
5148,Mouse,229,189,Valencia,M,2,3,43281
5149,Audifonos,1718,46,Portugal,F,1,12,79028
5150,Smartphone,1313,41,Barcelona,F,9,5,53833
5151,Laptop,349,176,Barcelona,M,6,12,61424
5152,Audifonos,1254,42,Barcelona,M,6,12,52668
5153,Mouse,239,36,Valencia,M,1,13,8604
5154,Audifonos,229,112,Portugal,M,1,13,25648
5155,Monitor,349,220,Madrid,M,1,3,76780
5156,Teclado,644,211,Madrid,M,5,5,135884
5157,Smartphone,592,13,Madrid,M,8,13,7696
5158,Smartphone,1848,205,Portugal,M,8,8,378840
5159,Smartphone,718,50,Barcelona,M,7,3,35900
5160,Audifonos,328,246,Madrid,F,9,14,80688
5161,Mouse,1953,114,Portugal,F,8,1,222642
5162,Audifonos,1481,229,Portugal,F,8,10,339149
5163,Smartphone,1822,213,Barcelona,M,8,3,388086
5164,Smartphone,374,277,Madrid,M,4,11,103598
5165,Monitor,1313,261,Madrid,F,6,10,342693
5166,Monitor,230,215,Madrid,F,9,10,49450
5167,Audifonos,735,127,Madrid,F,6,10,93345
5168,Smartphone,1272,42,Valencia,F,5,9,53424
5169,Monitor,916,231,Madrid,F,6,14,211596
5170,Smartphone,1145,132,Valencia,F,6,9,151140
5171,Teclado,639,146,Valencia,F,5,13,93294
5172,Audifonos,193,80,Valencia,F,7,3,15440
5173,Teclado,1212,150,Barcelona,F,5,7,181800
5174,Mouse,505,215,Valencia,M,4,4,108575
5175,Audifonos,669,165,Portugal,M,7,8,110385
5176,Mouse,1900,259,Madrid,F,6,11,492100
5177,Laptop,77,178,Madrid,M,2,8,13706
5178,Monitor,1694,182,Valencia,M,8,9,308308
5179,Monitor,523,45,Barcelona,F,5,5,23535
5180,Mouse,683,285,Madrid,F,8,7,194655
5181,Mouse,225,6,Barcelona,M,1,3,1350
5182,Laptop,1474,243,Barcelona,F,9,5,358182
5183,Mouse,652,125,Valencia,F,6,3,81500
5184,Mouse,1676,252,Valencia,M,5,6,422352
5185,Teclado,1166,13,Portugal,M,2,5,15158
5186,Smartphone,1814,89,Portugal,M,8,8,161446
5187,Laptop,383,264,Madrid,M,8,12,101112
5188,Monitor,1440,29,Barcelona,M,9,5,41760
5189,Mouse,1336,22,Madrid,M,2,4,29392
5190,Laptop,867,171,Madrid,M,8,12,148257
5191,Teclado,618,17,Valencia,M,3,11,10506
5192,Monitor,1566,158,Portugal,F,9,1,247428
5193,Laptop,1665,116,Madrid,F,3,12,193140
5194,Monitor,484,260,Barcelona,M,3,3,125840
5195,Audifonos,1517,60,Barcelona,F,4,10,91020
5196,Monitor,1471,42,Valencia,M,7,7,61782
5197,Teclado,113,158,Barcelona,M,7,6,17854
5198,Audifonos,1028,151,Barcelona,F,9,9,155228
5199,Monitor,800,293,Portugal,M,9,4,234400
5200,Smartphone,1034,122,Valencia,M,4,6,126148
5201,Monitor,112,255,Madrid,M,4,10,28560
5202,Audifonos,527,295,Barcelona,F,6,3,155465
5203,Mouse,255,123,Portugal,F,9,12,31365
5204,Monitor,1592,14,Barcelona,M,6,13,22288
5205,Audifonos,1271,287,Valencia,M,2,7,364777
5206,Smartphone,681,168,Portugal,F,5,14,114408
5207,Laptop,1048,158,Portugal,M,1,4,165584
5208,Audifonos,1975,284,Valencia,F,8,7,560900
5209,Teclado,901,22,Portugal,M,3,12,19822
5210,Mouse,1280,174,Barcelona,M,5,10,222720
5211,Laptop,651,72,Barcelona,M,4,1,46872
5212,Mouse,477,229,Portugal,M,8,6,109233
5213,Mouse,1240,101,Portugal,M,8,6,125240
5214,Monitor,76,107,Valencia,F,1,2,8132
5215,Teclado,227,133,Barcelona,F,9,4,30191
5216,Monitor,1379,12,Barcelona,M,5,11,16548
5217,Laptop,962,248,Portugal,F,7,8,238576
5218,Mouse,1268,188,Barcelona,M,9,3,238384
5219,Laptop,736,164,Barcelona,M,1,10,120704
5220,Mouse,863,208,Portugal,M,8,5,179504
5221,Audifonos,1254,225,Barcelona,M,5,8,282150
5222,Laptop,1725,152,Barcelona,M,7,8,262200
5223,Teclado,1977,196,Valencia,F,7,14,387492
5224,Teclado,1715,246,Valencia,F,8,2,421890
5225,Audifonos,847,114,Madrid,F,2,3,96558
5226,Audifonos,1847,214,Barcelona,M,2,9,395258
5227,Smartphone,791,125,Barcelona,F,5,7,98875
5228,Laptop,1647,91,Barcelona,F,4,10,149877
5229,Mouse,761,252,Madrid,M,8,3,191772
5230,Smartphone,1300,184,Valencia,F,5,9,239200
5231,Laptop,1359,259,Barcelona,M,7,9,351981
5232,Mouse,599,276,Barcelona,M,2,6,165324
5233,Mouse,576,154,Valencia,F,7,4,88704
5234,Mouse,1707,199,Barcelona,F,2,2,339693
5235,Laptop,1428,3,Barcelona,F,9,6,4284
5236,Mouse,715,155,Madrid,F,5,11,110825
5237,Audifonos,409,271,Barcelona,M,7,14,110839
5238,Mouse,149,277,Portugal,M,2,1,41273
5239,Audifonos,729,131,Valencia,F,5,1,95499
5240,Mouse,175,135,Madrid,F,3,3,23625
5241,Mouse,456,109,Barcelona,F,3,6,49704
5242,Mouse,1662,34,Valencia,F,5,12,56508
5243,Audifonos,1498,265,Portugal,M,9,8,396970
5244,Smartphone,1799,282,Madrid,M,3,1,507318
5245,Smartphone,1364,275,Portugal,M,1,5,375100
5246,Smartphone,1527,297,Valencia,M,9,10,453519
5247,Monitor,1405,192,Madrid,F,9,6,269760
5248,Monitor,882,183,Valencia,F,5,9,161406
5249,Laptop,846,40,Valencia,M,4,11,33840
5250,Monitor,1286,81,Portugal,M,6,12,104166
5251,Mouse,403,147,Barcelona,F,5,1,59241
5252,Monitor,1228,9,Valencia,M,4,12,11052
5253,Audifonos,1743,115,Valencia,F,7,1,200445
5254,Laptop,1469,258,Portugal,M,5,2,379002
5255,Laptop,1449,265,Portugal,F,5,11,383985
5256,Monitor,1377,12,Barcelona,M,6,1,16524
5257,Monitor,141,180,Barcelona,F,3,9,25380
5258,Laptop,764,256,Barcelona,M,8,4,195584
5259,Teclado,1791,92,Barcelona,F,7,9,164772
5260,Laptop,1712,102,Valencia,M,1,13,174624
5261,Audifonos,1637,185,Portugal,M,6,7,302845
5262,Laptop,1447,199,Madrid,F,4,9,287953
5263,Laptop,834,81,Barcelona,M,7,7,67554
5264,Audifonos,1872,146,Valencia,F,2,9,273312
5265,Audifonos,298,46,Portugal,F,8,9,13708
5266,Audifonos,1119,269,Portugal,F,2,8,301011
5267,Monitor,1938,262,Valencia,F,1,12,507756
5268,Teclado,1912,298,Madrid,M,4,10,569776
5269,Monitor,1511,62,Valencia,M,4,8,93682
5270,Mouse,584,260,Madrid,M,4,4,151840
5271,Laptop,1193,254,Barcelona,F,6,10,303022
5272,Smartphone,1404,183,Portugal,F,5,8,256932
5273,Audifonos,1937,279,Portugal,F,4,2,540423
5274,Mouse,564,199,Portugal,F,7,4,112236
5275,Audifonos,1105,163,Portugal,F,6,1,180115
5276,Laptop,1810,135,Barcelona,F,9,14,244350
5277,Laptop,195,165,Valencia,M,7,14,32175
5278,Monitor,1415,157,Madrid,F,5,14,222155
5279,Teclado,166,190,Valencia,F,1,5,31540
5280,Audifonos,643,217,Portugal,F,8,6,139531
5281,Mouse,1978,74,Barcelona,F,6,11,146372
5282,Monitor,1535,254,Barcelona,M,2,12,389890
5283,Monitor,726,80,Valencia,F,5,7,58080
5284,Teclado,145,263,Barcelona,F,3,3,38135
5285,Monitor,747,30,Portugal,M,3,4,22410
5286,Audifonos,1469,176,Barcelona,F,4,3,258544
5287,Monitor,395,271,Valencia,M,5,14,107045
5288,Mouse,340,44,Portugal,F,4,6,14960
5289,Monitor,501,296,Madrid,F,8,14,148296
5290,Smartphone,1257,177,Madrid,F,9,4,222489
5291,Smartphone,503,163,Valencia,M,9,3,81989
5292,Mouse,1649,46,Barcelona,F,4,2,75854
5293,Monitor,1920,27,Madrid,M,1,1,51840
5294,Audifonos,1154,164,Madrid,F,8,14,189256
5295,Smartphone,515,227,Barcelona,F,6,4,116905
5296,Teclado,1467,281,Madrid,M,9,6,412227
5297,Mouse,911,279,Valencia,M,6,13,254169
5298,Smartphone,1551,69,Portugal,F,3,7,107019
5299,Laptop,166,116,Portugal,M,8,5,19256
5300,Audifonos,1377,231,Madrid,F,3,1,318087
5301,Mouse,1254,173,Portugal,F,9,2,216942
